Interessado;UF;Tipo de interessado;Tipo de operação;Finalidade;Tipo de credor;Credor;Moeda;Valor;Número do Processo/PVL;Código IBGE;Status;Data
Dom Silvério;MG;Município;Operação Contratual Interna;Caminho da Escola 2009 A;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;336.150,00;17944.001590/2009-87;3122702;Arquivado;17/03/2010
Dom Viçoso;MG;Município;Operação Contratual Interna;Provias 2012;Instituição Financeira Nacional;Banco do Brasil S/A;Real;250.000,00;17944.000845/2012-90;3122801;Deferido;19/06/2012
Dom Viçoso;MG;Município;Operação Contratual Interna;Caminho da Escola 2010;Instituição Financeira Nacional;Banco do Brasil S/A;Real;274.300,00;17944.001460/2010-88;3122801;Deferido;28/10/2010
Domingos Martins;ES;Município;Operação Contratual Interna;Caminho da Escola;Instituição Financeira Nacional;Banco do Brasil S/A;Real;241.580,00;17944.000261/2008-38;3201902;Deferido;25/03/2008
Domingos Martins;ES;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento do Espírito Santo S/A;Real;2.000.000,00;17944.000839/2014-02;3201902;Deferido;15/07/2014
Domingos Martins;ES;Município;Operação Contratual Interna;Provias 2009;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.000.000,00;17944.000949/2009-07;3201902;Deferido;13/06/2011
Domingos Martins;ES;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.200.000,00;19405.000066/2004-15;3201902;Deferido;23/06/2004
Domingos Mourão;PI;Município;Operação Contratual Interna;Caminho da Escola 4;Instituição Financeira Nacional;Banco do Brasil S/A;Real;228.000,00;17944.001685/2008-10;2203420;Arquivado;02/10/2008
Dona Emma;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;1.000.000,00;17944.000433/2014-11;4205100;Deferido;14/04/2014
Dona Emma;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;120.000,00;19406.000031/2004-68;4205100;Deferido;20/02/2004
Dona Emma;SC;Município;Operação Contratual Interna;PMAT;Instituição Financeira Nacional;Banco do Brasil S/A;Real;59.500,00;19406.000114/2003-76;4205100;Deferido;20/08/2003
Dona Eusébia;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;780.000,00;00000.000000/0057-98;3122900;Devolvido;22/06/2010
Dona Eusébia;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.000.000,00;17944.000091/2014-30;3122900;Pendente de correções ou ajustes;12/08/2015
Dona Eusébia;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;780.000,00;17944.001013/2010-29;3122900;Deferido;29/07/2010
Dona Francisca;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.000.000,00;17944.000096/2015-43;4306700;Pendente de correções ou ajustes;15/10/2015
Dona Francisca;RS;Município;Operação Contratual Interna;Caminho da Escola;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo Sul;Real;203.000,00;19406.000374/2010-71;4306700;Deferido;18/10/2010
Dona Francisca;RS;Município;Operação Contratual Interna;Provias 2009;Instituição Financeira Nacional;Banco do Brasil S/A;Real;360.000,00;19406.000520/2009-24;4306700;Deferido;11/05/2010
Dores de Guanhães;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;525.401,00;17944.000278/2010-18;3123106;Deferido;20/06/2011
Dores de Guanhães;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;479.683,99;17944.000824/2010-11;3123106;Deferido;09/05/2011
Dores de Guanhães;MG;Município;Operação Contratual Interna;Caminho da Escola 2010;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;907.360,00;17944.001952/2011-54;3123106;Arquivado por decurso de prazo;07/02/2013
Dores do Indaiá;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.200.000,00;17944.000647/2014-98;3123205;Deferido;17/09/2014
Dores do Indaiá;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.550.000,00;17944.000650/2014-10;3123205;Deferido;17/09/2014
Dores do Indaiá;MG;Município;Operação Contratual Interna;Regularização de Dívida - Água e Esgoto;Empresa Estatal;Companhia de Saneamento de Minas Gerais;Real;333.149,62;17944.000720/2012-60;3123205;Regularizado;18/06/2014
Dores do Indaiá;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.800.000,00;17944.000722/2012-59;3123205;Arquivado por decurso de prazo;06/06/2012
Dores do Indaiá;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;900.000,00;17944.001489/2010-60;3123205;Deferido;23/11/2010
Dores do Turvo;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;979.175,74;17944.000279/2010-54;3123304;Deferido;30/06/2010
Doresópolis;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;700.000,00;00000.000000/0057-92;3123403;Devolvido;21/06/2010
Doresópolis;MG;Município;Operação Contratual Interna;Caminho da Escola 2010;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;198.000,00;17944.000776/2011-33;3123403;Deferido;01/08/2011
Doresópolis;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;700.000,00;17944.000801/2011-89;3123403;Deferido;01/08/2011
Doresópolis;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;700.000,00;17944.001104/2010-64;3123403;Arquivado a pedido;01/08/2011
Doresópolis;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;900.000,00;17944.001121/2013-44;3123403;Deferido;31/10/2013
Doresópolis;MG;Município;Operação Contratual Interna;Provias 2009;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;600.000,00;17944.001324/2009-54;3123403;Deferido;17/11/2009
Douradina;PR;Município;Operação Contratual Interna;Caminho da Escola 2;Instituição Financeira Nacional;Banco do Brasil S/A;Real;345.400,00;17944.000557/2008-59;4107256;Deferido;15/07/2008
Douradina;PR;Município;Operação Contratual Interna;Provias 2010;Instituição Financeira Nacional;Banco do Brasil S/A;Real;250.000,00;17944.001540/2011-14;4107256;Deferido;22/11/2011
Douradina;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;864.000,00;17944.002090/2011-87;4107256;Deferido;29/05/2012
Douradina;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;900.000,00;19406.000263/2007-69;4107256;Deferido;14/08/2007
Douradina;PR;Município;Operação Contratual Interna;Regularização de Dívida - Água e Esgoto;Empresa Estatal;Companhia de Saneamento do Paraná;Real;22.634,07;19406.000281/2007-41;4107256;Regularizado;14/08/2007
Douradina;PR;Município;Operação Contratual Interna;Regularização de Dívida - Outros;Outras;Pessoa Jurídica;Real;5.271,20;19406.000282/2007-95;4107256;Regularizado;14/08/2007
Douradina;PR;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica;Empresa Estatal;Companhia Paranaense de Energia;Real;192.041,54;19406.000283/2007-30;4107256;Regularizado;14/08/2007
Douradina;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;590.000,00;19406.000301/2010-89;4107256;Deferido;07/07/2010
Douradina;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;400.000,00;17944.000882/2015-41;4107256;Deferido;15/10/2015
Dourado;SP;Município;Operação Contratual Interna;Provias 2010;Instituição Financeira Nacional;Banco do Brasil S/A;Real;595.000,00;00000.000000/0063-67;3514304;Devolvido;08/12/2010
Dourados;MS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;49.911.063,07;00000.000000/0093-92;5003702;Devolvido;27/08/2013
Dourados;MS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;49.911.063,07;00000.000000/0098-54;5003702;Devolvido;25/09/2013
Dourados;MS;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.000.000,00;17944.000287/2009-67;5003702;Deferido;30/06/2009
Dourados;MS;Município;Operação Contratual Interna;PNAFM;Instituição Financeira Nacional;Caixa Econômica Federal;Real;6.206.889,00;17944.000463/2002-94;5003702;Deferido;29/07/2002
Dourados;MS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;49.911.063,07;17944.001197/2013-70;5003702;Deferido;06/01/2014
Dourados;MS;Município;Operação Contratual Interna;PAC - Saneamento - 2009 A;Instituição Financeira Nacional;Caixa Econômica Federal;Real;33.469.361,44;17944.001597/2009-07;5003702;Deferido;27/04/2010
Doutor Camargo;PR;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção de instalações;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;440.000,00;17944.000404/2012-98;4107306;Deferido;26/04/2012
Doutor Camargo;PR;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção de instalações;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;440.000,00;17944.000405/2012-32;4107306;Deferido;26/04/2012
Doutor Camargo;PR;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica;Empresa Estatal;Companhia Paranaense de Energia;Real;280.919,94;17944.000406/2012-87;4107306;Regularizado;25/04/2012
Doutor Camargo;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;600.000,00;17944.001769/2014-00;4107306;Deferido;02/12/2014
Doutor Camargo;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;250.000,00;19406.000085/2003-42;4107306;Deferido;30/10/2003
Doutor Camargo;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;200.000,00;19406.000247/2004-23;4107306;Deferido;28/06/2004
Doutor Camargo;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;233.650,00;19406.000532/2009-59;4107306;Deferido;24/05/2010
Doutor Camargo;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;566.350,00;19406.000533/2009-01;4107306;Deferido;24/05/2010
Doutor Maurício Cardoso;RS;Município;Operação Contratual Interna;Caminho da Escola 2;Instituição Financeira Nacional;Banco do Brasil S/A;Real;300.000,00;17944.000491/2008-05;4306734;Deferido;31/03/2008
Doutor Maurício Cardoso;RS;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul S/A;Real;600.000,00;17944.000954/2014-79;4306734;Deferido;19/09/2014
Doutor Maurício Cardoso;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;665.000,00;17944.001453/2014-18;4306734;Deferido;25/09/2014
Doutor Maurício Cardoso;RS;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul S/A;Real;300.000,00;19406.000448/2007-73;4306734;Deferido;13/12/2007
Doutor Pedrinho;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;500.000,00;17944.000609/2013-54;4205159;Deferido;23/07/2013
Doutor Pedrinho;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;215.000,00;19406.000059/2004-03;4205159;Deferido;19/03/2004
Doutor Pedrinho;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;300.000,00;19406.000181/2007-14;4205159;Deferido;18/07/2007
Doutor Pedrinho;SC;Município;Operação Contratual Interna;PNAFM;Instituição Financeira Nacional;Caixa Econômica Federal;Real;197.866,97;19406.000376/2004-11;4205159;Deferido;02/07/2004
Doutor Pedrinho;SC;Município;Operação Contratual Interna;Provias 2009;Instituição Financeira Nacional;Caixa Econômica Federal;Real;800.000,00;19406.000441/2009-13;4205159;Deferido;07/05/2010
Doutor Pedrinho;SC;Município;Operação Contratual Interna;Caminho da Escola 2009 A;Instituição Financeira Nacional;Caixa Econômica Federal;Real;199.000,00;19406.000444/2009-57;4205159;Deferido;17/02/2011
Doutor Ricardo;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;700.000,00;17944.000693/2012-25;4306759;Deferido;30/05/2012
Doutor Ricardo;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;700.000,00;17944.001797/2014-19;4306759;Deferido;19/12/2014
Doutor Ricardo;RS;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;600.000,00;19406.000100/2009-48;4306759;Deferido;29/06/2009
Doutor Ricardo;RS;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;342.000,00;19406.000136/2007-60;4306759;Deferido;27/07/2007
Doutor Ricardo;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;300.000,00;19406.000187/2008-72;4306759;Deferido;04/04/2008
Doutor Severiano;RN;Município;Operação Contratual Interna;Caminho da Escola 2;Instituição Financeira Nacional;Banco do Brasil S/A;Real;240.700,00;17944.000991/2008-39;2403202;Arquivado;15/09/2008
Doutor Ulysses;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;600.000,00;17944.001736/2013-71;4128633;Arquivado por decurso de prazo;18/02/2015
